L,nm
-4.7923138610121,1.00000000000000
-4.7891979276929,1.00010000000000
-4.7860831020999,1.00020000000000
-4.7829693832918,1.00030000000000
-4.7798567703282,1.00040000000000
-4.7767452622701,1.00050000000000
-4.7736348581796,1.00060000000000
-4.7705255571200,1.00070000000000
-4.7674173581555,1.00080000000000
-4.7643102603523,1.00090000000000
-4.7612042627773,1.00100000000000
-4.7580993644984,1.00110000000000
-4.7549955645850,1.00120000000000
-4.7518928621079,1.00130000000000
-4.7487912561381,1.00140000000000
-4.7456907457491,1.00150000000000
-4.7425913300149,1.00160000000000
-4.7394930080105,1.00170000000000
-4.7363957788127,1.00180000000000
-4.7332996414990,1.00190000000000
-4.7302045951481,1.00200000000000
-4.7271106388405,1.00210000000000
-4.7240177716564,1.00220000000000
-4.7209259926790,1.00230000000000
-4.7178353009913,1.00240000000000
-4.7147456956782,1.00250000000000
-4.7116571758254,1.00260000000000
-4.7085697405203,1.00270000000000
-4.7054833888508,1.00280000000000
-4.7023981199058,1.00290000000000
-4.6993139327767,1.00300000000000
-4.6962308265545,1.00310000000000
-4.6931488003323,1.00320000000000
-4.6900678532035,1.00330000000000
-4.6869879842638,1.00340000000000
-4.6839091926096,1.00350000000000
-4.6808314773378,1.00360000000000
-4.6777548375469,1.00370000000000
-4.6746792723371,1.00380000000000
-4.6716047808090,1.00390000000000
-4.6685313620641,1.00400000000000
-4.6654590152059,1.00410000000000
-4.6623877393390,1.00420000000000
-4.6593175335682,1.00430000000000
-4.6562483970003,1.00440000000000
-4.6531803287429,1.00450000000000
-4.6501133279047,1.00460000000000
-4.6470473935956,1.00470000000000
-4.6439825249264,1.00480000000000
-4.6409187210096,1.00490000000000
-4.6378559809581,1.00500000000000
-4.6347943038869,1.00510000000000
-4.6317336889104,1.00520000000000
-4.6286741351464,1.00530000000000
-4.6256156417114,1.00540000000000
-4.6225582077254,1.00550000000000
-4.6195018323077,1.00560000000000
-4.6164465145790,1.00570000000000
-4.6133922536622,1.00580000000000
-4.6103390486799,1.00590000000000
-4.6072868987568,1.00600000000000
-4.6042358030181,1.00610000000000
-4.6011857605911,1.00620000000000
-4.5981367706018,1.00630000000000
-4.5950888321805,1.00640000000000
-4.5920419444562,1.00650000000000
-4.5889961065602,1.00660000000000
-4.5859513176239,1.00670000000000
-4.5829075767811,1.00680000000000
-4.5798648831656,1.00690000000000
-4.5768232359124,1.00700000000000
-4.5737826341584,1.00710000000000
-4.5707430770406,1.00720000000000
-4.5677045636972,1.00730000000000
-4.5646670932684,1.00740000000000
-4.5616306648944,1.00750000000000
-4.5585952777169,1.00760000000000
-4.5555609308788,1.00770000000000
-4.5525276235241,1.00780000000000
-4.5494953547970,1.00790000000000
-4.5464641238440,1.00800000000000
-4.5434339298120,1.00810000000000
-4.5404047718496,1.00820000000000
-4.5373766491047,1.00830000000000
-4.5343495607284,1.00840000000000
-4.5313235058721,1.00850000000000
-4.5282984836875,1.00860000000000
-4.5252744933279,1.00870000000000
-4.5222515339484,1.00880000000000
-4.5192296047039,1.00890000000000
-4.5162087047510,1.00900000000000
-4.5131888332471,1.00910000000000
-4.5101699893509,1.00920000000000
-4.5071521722223,1.00930000000000
-4.5041353810214,1.00940000000000
-4.5011196149102,1.00950000000000
-4.4981048730514,1.00960000000000
-4.4950911546091,1.00970000000000
-4.4920784587472,1.00980000000000
-4.4890667846324,1.00990000000000
-4.4860561314311,1.01000000000000
-4.4830464983115,1.01010000000000
-4.4800378844421,1.01020000000000
-4.4770302889929,1.01030000000000
-4.4740237111351,1.01040000000000
-4.4710181500403,1.01050000000000
-4.4680136048818,1.01060000000000
-4.4650100748335,1.01070000000000
-4.4620075590703,1.01080000000000
-4.4590060567686,1.01090000000000
-4.4560055671053,1.01100000000000
-4.4530060892577,1.01110000000000
-4.4500076224059,1.01120000000000
-4.4470101657291,1.01130000000000
-4.4440137184088,1.01140000000000
-4.4410182796276,1.01150000000000
-4.4380238485673,1.01160000000000
-4.4350304244129,1.01170000000000
-4.4320380063495,1.01180000000000
-4.4290465935626,1.01190000000000
-4.4260561852396,1.01200000000000
-4.4230667805687,1.01210000000000
-4.4200783787383,1.01220000000000
-4.4170909789391,1.01230000000000
-4.4141045803616,1.01240000000000
-4.4111191821984,1.01250000000000
-4.4081347836420,1.01260000000000
-4.4051513838865,1.01270000000000
-4.4021689821268,1.01280000000000
-4.3991875775587,1.01290000000000
-4.3962071693795,1.01300000000000
-4.3932277567869,1.01310000000000
-4.3902493389795,1.01320000000000
-4.3872719151578,1.01330000000000
-4.3842954845218,1.01340000000000
-4.3813200462737,1.01350000000000
-4.3783455996160,1.01360000000000
-4.3753721437528,1.01370000000000
-4.3723996778883,1.01380000000000
-4.3694282012285,1.01390000000000
-4.3664577129800,1.01400000000000
-4.3634882123501,1.01410000000000
-4.3605196985471,1.01420000000000
-4.3575521707814,1.01430000000000
-4.3545856282625,1.01440000000000
-4.3516200702020,1.01450000000000
-4.3486554958128,1.01460000000000
-4.3456919043074,1.01470000000000
-4.3427292949004,1.01480000000000
-4.3397676668072,1.01490000000000
-4.3368070192432,1.01500000000000
-4.3338473514265,1.01510000000000
-4.3308886625740,1.01520000000000
-4.3279309519057,1.01530000000000
-4.3249742186407,1.01540000000000
-4.3220184620002,1.01550000000000
-4.3190636812060,1.01560000000000
-4.3161098754808,1.01570000000000
-4.3131570440479,1.01580000000000
-4.3102051861324,1.01590000000000
-4.3072543009594,1.01600000000000
-4.3043043877556,1.01610000000000
-4.3013554457483,1.01620000000000
-4.2984074741657,1.01630000000000
-4.2954604722369,1.01640000000000
-4.2925144391923,1.01650000000000
-4.2895693742628,1.01660000000000
-4.2866252766804,1.01670000000000
-4.2836821456778,1.01680000000000
-4.2807399804894,1.01690000000000
-4.2777987803494,1.01700000000000
-4.2748585444934,1.01710000000000
-4.2719192721585,1.01720000000000
-4.2689809625816,1.01730000000000
-4.2660436150013,1.01740000000000
-4.2631072286569,1.01750000000000
-4.2601718027888,1.01760000000000
-4.2572373366377,1.01770000000000
-4.2543038294453,1.01780000000000
-4.2513712804555,1.01790000000000
-4.2484396889113,1.01800000000000
-4.2455090540579,1.01810000000000
-4.2425793751406,1.01820000000000
-4.2396506514059,1.01830000000000
-4.2367228821012,1.01840000000000
-4.2337960664750,1.01850000000000
-4.2308702037764,1.01860000000000
-4.2279452932554,1.01870000000000
-4.2250213341629,1.01880000000000
-4.2220983257505,1.01890000000000
-4.2191762672715,1.01900000000000
-4.2162551579792,1.01910000000000
-4.2133349971283,1.01920000000000
-4.2104157839736,1.01930000000000
-4.2074975177725,1.01940000000000
-4.2045801977808,1.01950000000000
-4.2016638232575,1.01960000000000
-4.1987483934612,1.01970000000000
-4.1958339076516,1.01980000000000
-4.1929203650893,1.01990000000000
-4.1900077650358,1.02000000000000
-4.1870961067538,1.02010000000000
-4.1841853895060,1.02020000000000
-4.1812756125573,1.02030000000000
-4.1783667751721,1.02040000000000
-4.1754588766163,1.02050000000000
-4.1725519161568,1.02060000000000
-4.1696458930613,1.02070000000000
-4.1667408065980,1.02080000000000
-4.1638366560364,1.02090000000000
-4.1609334406463,1.02100000000000
-4.1580311596989,1.02110000000000
-4.1551298124665,1.02120000000000
-4.1522293982214,1.02130000000000
-4.1493299162370,1.02140000000000
-4.1464313657884,1.02150000000000
-4.1435337461501,1.02160000000000
-4.1406370565990,1.02170000000000
-4.1377412964114,1.02180000000000
-4.1348464648657,1.02190000000000
-4.1319525612400,1.02200000000000
-4.1290595848143,1.02210000000000
-4.1261675348684,1.02220000000000
-4.1232764106848,1.02230000000000
-4.1203862115437,1.02240000000000
-4.1174969367294,1.02250000000000
-4.1146085855248,1.02260000000000
-4.1117211572149,1.02270000000000
-4.1088346510852,1.02280000000000
-4.1059490664209,1.02290000000000
-4.1030644025105,1.02300000000000
-4.1001806586409,1.02310000000000
-4.0972978341012,1.02320000000000
-4.0944159281807,1.02330000000000
-4.0915349401698,1.02340000000000
-4.0886548693597,1.02350000000000
-4.0857757150427,1.02360000000000
-4.0828974765115,1.02370000000000
-4.0800201530593,1.02380000000000
-4.0771437439813,1.02390000000000
-4.0742682485720,1.02400000000000
-4.0713936661279,1.02410000000000
-4.0685199959463,1.02420000000000
-4.0656472373241,1.02430000000000
-4.0627753895605,1.02440000000000
-4.0599044519547,1.02450000000000
-4.0570344238067,1.02460000000000
-4.0541653044180,1.02470000000000
-4.0512970930894,1.02480000000000
-4.0484297891247,1.02490000000000
-4.0455633918264,1.02500000000000
-4.0426979004990,1.02510000000000
-4.0398333144474,1.02520000000000
-4.0369696329779,1.02530000000000
-4.0341068553964,1.02540000000000
-4.0312449810107,1.02550000000000
-4.0283840091290,1.02560000000000
-4.0255239390604,1.02570000000000
-4.0226647701142,1.02580000000000
-4.0198065016013,1.02590000000000
-4.0169491328335,1.02600000000000
-4.0140926631222,1.02610000000000
-4.0112370917809,1.02620000000000
-4.0083824181235,1.02630000000000
-4.0055286414639,1.02640000000000
-4.0026757611178,1.02650000000000
-3.9998237764017,1.02660000000000
-3.9969726866320,1.02670000000000
-3.9941224911265,1.02680000000000
-3.9912731892034,1.02690000000000
-3.9884247801825,1.02700000000000
-3.9855772633834,1.02710000000000
-3.9827306381270,1.02720000000000
-3.9798849037348,1.02730000000000
-3.9770400595298,1.02740000000000
-3.9741961048341,1.02750000000000
-3.9713530389724,1.02760000000000
-3.9685108612690,1.02770000000000
-3.9656695710496,1.02780000000000
-3.9628291676400,1.02790000000000
-3.9599896503675,1.02800000000000
-3.9571510185598,1.02810000000000
-3.9543132715458,1.02820000000000
-3.9514764086541,1.02830000000000
-3.9486404292147,1.02840000000000
-3.9458053325592,1.02850000000000
-3.9429711180187,1.02860000000000
-3.9401377849256,1.02870000000000
-3.9373053326127,1.02880000000000
-3.9344737604145,1.02890000000000
-3.9316430676648,1.02900000000000
-3.9288132536997,1.02910000000000
-3.9259843178547,1.02920000000000
-3.9231562594669,1.02930000000000
-3.9203290778742,1.02940000000000
-3.9175027724147,1.02950000000000
-3.9146773424277,1.02960000000000
-3.9118527872529,1.02970000000000
-3.9090291062311,1.02980000000000
-3.9062062987028,1.02990000000000
-3.9033843640117,1.03000000000000
-3.9005633014991,1.03010000000000
-3.8977431105095,1.03020000000000
-3.8949237903871,1.03030000000000
-3.8921053404768,1.03040000000000
-3.8892877601247,1.03050000000000
-3.8864710486768,1.03060000000000
-3.8836552054809,1.03070000000000
-3.8808402298850,1.03080000000000
-3.8780261212377,1.03090000000000
-3.8752128788885,1.03100000000000
-3.8724005021875,1.03110000000000
-3.8695889904861,1.03120000000000
-3.8667783431355,1.03130000000000
-3.8639685594882,1.03140000000000
-3.8611596388979,1.03150000000000
-3.8583515807178,1.03160000000000
-3.8555443843028,1.03170000000000
-3.8527380490079,1.03180000000000
-3.8499325741897,1.03190000000000
-3.8471279592046,1.03200000000000
-3.8443242034100,1.03210000000000
-3.8415213061648,1.03220000000000
-3.8387192668269,1.03230000000000
-3.8359180847568,1.03240000000000
-3.8331177593143,1.03250000000000
-3.8303182898610,1.03260000000000
-3.8275196757582,1.03270000000000
-3.8247219163682,1.03280000000000
-3.8219250110553,1.03290000000000
-3.8191289591826,1.03300000000000
-3.8163337601152,1.03310000000000
-3.8135394132175,1.03320000000000
-3.8107459178568,1.03330000000000
-3.8079532733992,1.03340000000000
-3.8051614792122,1.03350000000000
-3.8023705346641,1.03360000000000
-3.7995804391239,1.03370000000000
-3.7967911919610,1.03380000000000
-3.7940027925455,1.03390000000000
-3.7912152402488,1.03400000000000
-3.7884285344423,1.03410000000000
-3.7856426744985,1.03420000000000
-3.7828576597906,1.03430000000000
-3.7800734896923,1.03440000000000
-3.7772901635781,1.03450000000000
-3.7745076808229,1.03460000000000
-3.7717260408029,1.03470000000000
-3.7689452428944,1.03480000000000
-3.7661652864750,1.03490000000000
-3.7633861709226,1.03500000000000
-3.7606078956153,1.03510000000000
-3.7578304599327,1.03520000000000
-3.7550538632552,1.03530000000000
-3.7522781049631,1.03540000000000
-3.7495031844378,1.03550000000000
-3.7467291010612,1.03560000000000
-3.7439558542167,1.03570000000000
-3.7411834432867,1.03580000000000
-3.7384118676562,1.03590000000000
-3.7356411267099,1.03600000000000
-3.7328712198327,1.03610000000000
-3.7301021464111,1.03620000000000
-3.7273339058321,1.03630000000000
-3.7245664974825,1.03640000000000
-3.7217999207513,1.03650000000000
-3.7190341750272,1.03660000000000
-3.7162692596993,1.03670000000000
-3.7135051741578,1.03680000000000
-3.7107419177940,1.03690000000000
-3.7079794899991,1.03700000000000
-3.7052178901652,1.03710000000000
-3.7024571176854,1.03720000000000
-3.6996971719535,1.03730000000000
-3.6969380523629,1.03740000000000
-3.6941797583090,1.03750000000000
-3.6914222891876,1.03760000000000
-3.6886656443942,1.03770000000000
-3.6859098233262,1.03780000000000
-3.6831548253807,1.03790000000000
-3.6804006499563,1.03800000000000
-3.6776472964516,1.03810000000000
-3.6748947642657,1.03820000000000
-3.6721430527992,1.03830000000000
-3.6693921614530,1.03840000000000
-3.6666420896284,1.03850000000000
-3.6638928367273,1.03860000000000
-3.6611444021529,1.03870000000000
-3.6583967853084,1.03880000000000
-3.6556499855973,1.03890000000000
-3.6529040024251,1.03900000000000
-3.6501588351969,1.03910000000000
-3.6474144833188,1.03920000000000
-3.6446709461972,1.03930000000000
-3.6419282232398,1.03940000000000
-3.6391863138541,1.03950000000000
-3.6364452174489,1.03960000000000
-3.6337049334338,1.03970000000000
-3.6309654612178,1.03980000000000
-3.6282268002120,1.03990000000000
-3.6254889498277,1.04000000000000
-3.6227519094765,1.04010000000000
-3.6200156785707,1.04020000000000
-3.6172802565237,1.04030000000000
-3.6145456427487,1.04040000000000
-3.6118118366603,1.04050000000000
-3.6090788376742,1.04060000000000
-3.6063466452048,1.04070000000000
-3.6036152586690,1.04080000000000
-3.6008846774836,1.04090000000000
-3.5981549010663,1.04100000000000
-3.5954259288348,1.04110000000000
-3.5926977602081,1.04120000000000
-3.5899703946056,1.04130000000000
-3.5872438314479,1.04140000000000
-3.5845180701543,1.04150000000000
-3.5817931101473,1.04160000000000
-3.5790689508483,1.04170000000000
-3.5763455916800,1.04180000000000
-3.5736230320654,1.04190000000000
-3.5709012714281,1.04200000000000
-3.5681803091930,1.04210000000000
-3.5654601447846,1.04220000000000
-3.5627407776287,1.04230000000000
-3.5600222071522,1.04240000000000
-3.5573044327806,1.04250000000000
-3.5545874539424,1.04260000000000
-3.5518712700658,1.04270000000000
-3.5491558805786,1.04280000000000
-3.5464412849114,1.04290000000000
-3.5437274824926,1.04300000000000
-3.5410144727539,1.04310000000000
-3.5383022551262,1.04320000000000
-3.5355908290412,1.04330000000000
-3.5328801939312,1.04340000000000
-3.5301703492293,1.04350000000000
-3.5274612943691,1.04360000000000
-3.5247530287847,1.04370000000000
-3.5220455519108,1.04380000000000
-3.5193388631832,1.04390000000000
-3.5166329620375,1.04400000000000
-3.5139278479107,1.04410000000000
-3.5112235202400,1.04420000000000
-3.5085199784625,1.04430000000000
-3.5058172220174,1.04440000000000
-3.5031152503436,1.04450000000000
-3.5004140628806,1.04460000000000
-3.4977136590686,1.04470000000000
-3.4950140383483,1.04480000000000
-3.4923152001615,1.04490000000000
-3.4896171439497,1.04500000000000
-3.4869198691561,1.04510000000000
-3.4842233752232,1.04520000000000
-3.4815276615951,1.04530000000000
-3.4788327277163,1.04540000000000
-3.4761385730320,1.04550000000000
-3.4734451969871,1.04560000000000
-3.4707525990280,1.04570000000000
-3.4680607786016,1.04580000000000
-3.4653697351552,1.04590000000000
-3.4626794681364,1.04600000000000
-3.4599899769941,1.04610000000000
-3.4573012611771,1.04620000000000
-3.4546133201356,1.04630000000000
-3.4519261533186,1.04640000000000
-3.4492397601782,1.04650000000000
-3.4465541401654,1.04660000000000
-3.4438692927320,1.04670000000000
-3.4411852173306,1.04680000000000
-3.4385019134146,1.04690000000000
-3.4358193804372,1.04700000000000
-3.4331376178535,1.04710000000000
-3.4304566251178,1.04720000000000
-3.4277764016856,1.04730000000000
-3.4250969470133,1.04740000000000
-3.4224182605569,1.04750000000000
-3.4197403417741,1.04760000000000
-3.4170631901225,1.04770000000000
-3.4143868050603,1.04780000000000
-3.4117111860460,1.04790000000000
-3.4090363325400,1.04800000000000
-3.4063622440020,1.04810000000000
-3.4036889198920,1.04820000000000
-3.4010163596718,1.04830000000000
-3.3983445628030,1.04840000000000
-3.3956735287477,1.04850000000000
-3.3930032569687,1.04860000000000
-3.3903337469302,1.04870000000000
-3.3876649980949,1.04880000000000
-3.3849970099285,1.04890000000000
-3.3823297818955,1.04900000000000
-3.3796633134619,1.04910000000000
-3.3769976040935,1.04920000000000
-3.3743326532573,1.04930000000000
-3.3716684604208,1.04940000000000
-3.3690050250522,1.04950000000000
-3.3663423466190,1.04960000000000
-3.3636804245910,1.04970000000000
-3.3610192584377,1.04980000000000
-3.3583588476288,1.04990000000000
-3.3556991916359,1.05000000000000
-3.3530402899290,1.05010000000000
-3.3503821419805,1.05020000000000
-3.3477247472631,1.05030000000000
-3.3450681052491,1.05040000000000
-3.3424122154119,1.05050000000000
-3.3397570772264,1.05060000000000
-3.3371026901660,1.05070000000000
-3.3344490537064,1.05080000000000
-3.3317961673231,1.05090000000000
-3.3291440304925,1.05100000000000
-3.3264926426906,1.05110000000000
-3.3238420033955,1.05120000000000
-3.3211921120848,1.05130000000000
-3.3185429682366,1.05140000000000
-3.3158945713298,1.05150000000000
-3.3132469208441,1.05160000000000
-3.3106000162593,1.05170000000000
-3.3079538570560,1.05180000000000
-3.3053084427151,1.05190000000000
-3.3026637727181,1.05200000000000
-3.3000198465477,1.05210000000000
-3.2973766636860,1.05220000000000
-3.2947342236163,1.05230000000000
-3.2920925258224,1.05240000000000
-3.2894515697883,1.05250000000000
-3.2868113549999,1.05260000000000
-3.2841718809414,1.05270000000000
-3.2815331470987,1.05280000000000
-3.2788951529585,1.05290000000000
-3.2762578980080,1.05300000000000
-3.2736213817342,1.05310000000000
-3.2709856036254,1.05320000000000
-3.2683505631702,1.05330000000000
-3.2657162598572,1.05340000000000
-3.2630826931759,1.05350000000000
-3.2604498626171,1.05360000000000
-3.2578177676709,1.05370000000000
-3.2551864078283,1.05380000000000
-3.2525557825815,1.05390000000000
-3.2499258914226,1.05400000000000
-3.2472967338440,1.05410000000000
-3.2446683093389,1.05420000000000
-3.2420406174016,1.05430000000000
-3.2394136575258,1.05440000000000
-3.2367874292067,1.05450000000000
-3.2341619319391,1.05460000000000
-3.2315371652195,1.05470000000000
-3.2289131285439,1.05480000000000
-3.2262898214091,1.05490000000000
-3.2236672433125,1.05500000000000
-3.2210453937522,1.05510000000000
-3.2184242722266,1.05520000000000
-3.2158038782344,1.05530000000000
-3.2131842112755,1.05540000000000
-3.2105652708490,1.05550000000000
-3.2079470564562,1.05560000000000
-3.2053295675974,1.05570000000000
-3.2027128037748,1.05580000000000
-3.2000967644899,1.05590000000000
-3.1974814492454,1.05600000000000
-3.1948668575442,1.05610000000000
-3.1922529888899,1.05620000000000
-3.1896398427866,1.05630000000000
-3.1870274187385,1.05640000000000
-3.1844157162512,1.05650000000000
-3.1818047348292,1.05660000000000
-3.1791944739799,1.05670000000000
-3.1765849332091,1.05680000000000
-3.1739761120236,1.05690000000000
-3.1713680099317,1.05700000000000
-3.1687606264407,1.05710000000000
-3.1661539610598,1.05720000000000
-3.1635480132976,1.05730000000000
-3.1609427826638,1.05740000000000
-3.1583382686683,1.05750000000000
